Gene	count_concord	unique_hg38	unique_hg19
SCFD2	77	0	0
SCG2	23	0	0
SCG3	67	0	0
SCG5	24	0	0
SCGB1A1	20	0	0
SCGB1B2P	15	0	0
SCGB1C1	4	4	25
SCGB1C2	10	0	28
SCGB1D1	18	0	0
SCGB1D2	19	0	0
SCGB1D4	13	0	0
SCGB2A1	15	0	0
SCGB2A2	22	0	0
SCGB2B2	7	0	0
SCGB3A1	10	0	0
SCGB3A2	26	0	0
SCGN	53	0	0
SCHIP1	38	0	0
SCIMP	4	0	0
SCIN	143	0	0
SCLT1	89	0	0
SCLY	37	0	0
SCMH1	61	0	0
SCML4	82	0	0
SCN10A	228	0	0
SCN11A	177	0	0
SCN1A	88	0	0
SCN1B	48	0	0
SCN2A	141	0	0
SCN2B	26	0	0
SCN3A	157	0	0
SCN3B	28	0	0
SCN4A	215	0	0
SCN4B	28	0	0
SCN5A	237	0	0
SCN7A	185	0	0
SCN8A	125	1	0
SCN9A	112	0	0
SCNM1	29	0	0
SCNN1A	102	0	0
SCNN1B	109	0	0
SCNN1D	245	0	0
SCNN1G	83	0	0
SCO1	40	0	0
SCO2	28	0	0
SCOC	18	0	0
SCOC-AS1	3	0	0
SCP2	68	0	0
SCP2D1	20	0	0
SCPEP1	62	0	0
SCRG1	10	0	0
SCRIB	301	1	1
SCRN1	53	0	0
SCRN2	47	0	0
SCRN3	52	0	0
SCRT1	15	0	0
SCRT2	23	0	0
SCT	18	0	0
SCTR	81	0	0
SCUBE1	159	0	0
SCUBE2	145	0	0
SCUBE3	97	0	0
SCX	0	9	0
SCYL1	101	0	0
SCYL2	72	0	0
SCYL3	86	0	0
SDAD1	85	0	0
SDC1	45	0	0
SDC2	30	0	0
SDC3	57	0	1
SDC4	38	0	0
SDCBP	41	0	0
SDCBP2	22	0	0
SDCBP2-AS1	8	0	0
SDCCAG8	95	0	0
SDE2	44	0	0
SDF2	16	0	0
SDF2L1	29	0	0
SDF4	72	0	0
SDHA	140	0	0
SDHAF1	26	0	0
SDHAF2	19	0	0
SDHAF3	10	0	0
SDHAF4	20	0	0
SDHB	40	0	0
SDHC	42	0	0
SDHD	13	0	0
SDK1	521	0	0
SDK2	354	0	0
SDR16C5	43	0	0
SDR16C6P	42	0	0
SDR39U1	34	0	0
SDR42E1	40	0	0
SDR9C7	32	0	0
SDS	44	0	0
SDSL	45	0	0
SEBOX	23	0	1
SEC11A	22	0	0
SEC11C	21	0	0
SEC13	51	0	0
SEC14L1	125	0	0
SEC14L2	60	0	0
SEC14L3	87	0	0
SEC14L4	77	0	0
SEC14L5	163	0	0
SEC14L6	71	0	0
SEC16A	281	0	0
SEC16B	206	0	0
SEC1P	52	0	0
SEC22A	36	0	0
SEC22B	6	0	16
SEC22C	44	0	0
SEC23A	83	0	0
SEC23B	95	0	0
SEC23IP	114	0	0
SEC24A	101	0	0
SEC24B	140	0	0
SEC24B-AS1	3	0	0
SEC24C	114	0	0
SEC24D	129	0	0
SEC31A	130	0	0
SEC31B	146	0	0
SEC61A1	61	0	0
SEC61A2	80	0	0
SEC61B	66	0	0
SEC61G	14	0	0
SEC62	43	0	0
SEC63	89	0	0
SECISBP2	96	0	0
SECISBP2L	83	0	0
SECTM1	40	0	0
SEH1L	65	0	0
SEL1L	112	0	0
SEL1L2	86	0	0
SEL1L3	147	0	0
SELE	69	0	0
SELENBP1	80	0	1
SELENOF	35	0	0
SELENOH	8	0	0
SELENOI	37	0	0
SELENOK	21	0	0
SELENOM	23	0	0
SELENON	107	0	0
SELENOO	117	0	0
SELENOP	27	0	0
SELENOS	37	0	0
SELENOT	29	0	0
SELENOV	48	0	0
SELENOW	27	0	0
SELL	43	0	0
SELP	124	0	0
SELPLG	52	0	0
SEM1	20	0	0
SEMA3A	110	0	0
SEMA3B	68	0	1
SEMA3C	93	0	0
SEMA3D	84	0	0
SEMA3E	111	0	0
SEMA3F	83	0	0
SEMA3F-AS1	6	0	0
SEMA3G	111	0	0
SEMA4A	93	0	0
SEMA4B	120	0	0
SEMA4C	69	0	0
SEMA4D	141	0	0
SEMA4F	96	0	0
SEMA4G	81	0	0
SEMA5A	139	0	0
SEMA5B	152	0	0
SEMA6A	123	0	0
SEMA6A-AS1	8	0	0
SEMA6B	121	0	0
SEMA6C	120	0	0
SEMA6D	105	0	0
SEMA7A	89	0	0
SEMG1	47	0	0
SEMG2	46	0	0
SENCR	2	0	0
SENP1	73	0	0
SENP2	60	0	0
SENP3	14	0	1
SENP3-EIF4A1	71	0	1
SENP5	63	0	0
SENP6	110	0	0
SENP7	126	0	0
SENP8	22	0	0
SEPHS1	41	0	0
SEPHS2	28	0	0
SEPSECS	59	0	0
SERAC1	100	0	0
SERBP1	36	0	0
SERF1A	6	0	0
SERF1B	6	0	0
SERF2	9	0	0
SERGEF	46	0	0
SERHL	45	0	0
SERHL2	99	0	0
SERINC1	51	0	0
SERINC2	105	0	0
SERINC3	55	0	0
SERINC4	28	0	0
SERINC5	70	0	1
SERP1	17	0	0
SERP2	11	0	0
SERPINA1	70	0	0
SERPINA10	65	0	0
SERPINA11	34	0	0
SERPINA12	55	0	0
SERPINA3	74	0	0
SERPINA4	41	0	0
SERPINA5	57	0	0
SERPINA6	56	0	0
SERPINA9	73	0	0
SERPINB1	45	0	0
SERPINB10	68	0	0
SERPINB11	74	0	0
SERPINB12	47	0	0
SERPINB13	82	0	0
SERPINB2	55	0	0
SERPINB3	88	0	0
SERPINB4	72	0	0
SERPINB5	44	0	0
SERPINB6	42	0	0
SERPINB7	51	0	0
SERPINB8	47	0	0
SERPINB9	21	0	0
SERPINC1	41	0	0
SERPIND1	53	0	0
SERPINE1	59	0	0
SERPINE2	48	0	0
SERPINE3	39	0	0
SERPINF1	83	0	0
SERPINF2	72	0	0
SERPING1	62	0	0
SERPINH1	53	0	0
SERPINI1	36	0	0
SERPINI2	45	0	0
SERTAD1	21	0	0
SERTAD2	18	0	0
SERTAD3	11	0	0
SERTAD4	24	0	0
SERTAD4-AS1	22	0	0
SERTM1	54	0	0
SESN1	39	0	0
SESN2	50	0	0
SESN3	42	0	0
SESTD1	91	0	0
SET	52	0	0
SETBP1	95	0	0
SETD1A	182	0	0
SETD1B	201	0	0
SETD2	164	0	0
SETD3	103	0	0
SETD4	58	0	0
SETD5	135	0	0
SETD6	76	0	0
SETD7	32	0	0
SETD9	52	0	0
SETDB1	97	0	0
SETDB2	66	0	0
SETMAR	81	0	0
SETX	234	0	0
SEZ6	87	0	0
SEZ6L	141	0	0
SEZ6L2	106	0	0
SF1	75	0	0
SF3A1	70	0	0
SF3A2	80	0	0
SF3A3	67	0	0
SF3B1	129	0	0
SF3B2	78	0	0
SF3B3	117	0	0
SF3B4	30	0	0
SF3B5	14	0	0
SF3B6	21	0	0
SFI1	199	0	0
SFMBT1	101	0	0
SFMBT2	130	0	0
SFN	25	0	0
SFPQ	102	0	0
SFR1	30	0	0
SFRP1	24	0	0
SFRP2	22	0	0
SFRP4	43	0	0
SFRP5	24	0	0
SFSWAP	147	0	0
SFT2D1	44	0	0
SFT2D2	40	0	0
SFT2D3	53	0	0
SFTA2	15	0	0
SFTA3	18	0	0
SFTPA1	50	0	0
SFTPA2	63	0	0
SFTPB	89	0	0
SFTPC	40	0	0
SFTPD	50	0	0
SFXN1	58	0	0
SFXN2	60	0	0
SFXN3	56	0	0
SFXN4	62	0	0
SFXN5	83	0	0
SGCA	60	0	0
SGCB	25	0	0
SGCD	52	0	0
SGCE	56	0	0
SGCG	57	0	0
SGCZ	78	0	0
SGF29	41	0	0
SGIP1	178	0	0
SGK1	78	0	0
SGK2	75	0	0
SGK3	57	0	0
SGMS1	26	0	0
SGMS2	11	0	0
SGO1	44	0	0
SGO1-AS1	9	0	0
SGO2	83	0	0
SGPL1	77	0	0
SGPP1	10	0	0
SGPP2	28	0	0
SGSH	99	0	0
SGSM1	175	0	0
SGSM2	192	1	0
SGSM3	146	0	0
SGTA	92	0	0
SGTB	38	0	0
SH2B1	66	0	0
SH2B2	50	0	0
SH2B3	54	0	0
SH2D1B	15	0	0
SH2D2A	60	0	0
SH2D3A	83	0	0
SH2D3C	101	0	0
SH2D4A	85	0	0
SH2D4B	96	0	0
SH2D5	62	0	0
SH2D6	30	0	0
SH2D7	40	0	0
SH3BGR	45	0	0
SH3BGRL2	16	0	0
SH3BGRL3	24	0	0
SH3BP1	68	0	0
SH3BP2	137	0	0
SH3BP4	101	0	0
SH3BP5	48	0	0
SH3BP5-AS1	34	0	0
SH3BP5L	37	0	0
SH3D19	70	0	0
SH3D21	98	0	0
SH3GL1	104	0	0
SH3GL2	66	0	0
SH3GL3	40	0	0
SH3GLB1	53	0	0
SH3GLB2	67	0	0
SH3PXD2A	118	0	0
SH3PXD2B	107	0	0
SH3RF1	78	0	0
SH3RF2	76	0	0
SH3RF3	97	0	0
SH3RF3-AS1	2	0	0
SH3TC1	259	0	0
SH3TC2	163	0	0
SH3YL1	70	0	0
SHANK1	203	1	0
SHANK2	255	0	5
SHANK3	186	0	0
SHARPIN	40	0	0
SHB	62	0	0
SHBG	56	0	0
SHC1	58	0	0
SHC2	139	0	0
SHC3	108	0	0
SHC4	54	0	0
SHCBP1	57	0	0
SHCBP1L	70	0	0
SHD	45	0	0
SHE	41	0	0
SHF	33	0	0
SHH	42	0	0
SHISA2	16	0	0
SHISA3	20	0	0
SHISA4	31	0	0
SHISA5	44	0	0
SHISA6	47	0	0
SHISA7	34	0	0
SHISA9	45	0	0
SHKBP1	117	0	0
SHMT1	72	0	0
SHMT2	51	0	0
SHOC2	42	0	0
SHOX2	47	0	0
SHPK	64	0	0
SHPRH	134	0	0
SHQ1	72	0	0
SHROOM1	54	0	0
SHROOM3	138	0	0
SHTN1	81	0	0
SI	292	0	0
SIAE	91	0	0
SIAH1	3	0	0
SIAH2	16	0	0
SIAH3	17	0	0
SIDT1	135	0	0
SIDT2	149	0	0
SIGIRR	73	0	0
SIGLEC1	205	0	0
SIGLEC10	120	0	0
SIGLEC11	111	0	0
SIGLEC12	90	0	0
SIGLEC14	53	0	0
SIGLEC15	49	0	0
SIGLEC5	89	0	0
SIGLEC6	63	0	0
SIGLEC7	36	0	0
SIGLEC8	59	0	0
SIGLEC9	69	0	0
SIGLECL1	27	0	0
SIGMAR1	25	0	0
SIK1	0	0	133
SIK2	74	0	0
SIK3	111	0	0
SIKE1	17	0	0
SIL1	67	0	0
SIM1	65	0	0
SIM2	94	0	0
SIMC1	75	0	0
SIN3A	89	0	0
SIN3B	160	0	0
SIPA1	89	0	0
SIPA1L1	134	0	0
SIPA1L2	187	0	0
SIPA1L3	209	0	0
SIRPA	67	0	1
SIRPB1	72	0	0
SIRPB2	43	0	0
SIRPD	29	0	0
SIRPG	52	0	0
SIRPG-AS1	10	0	0
SIRT1	51	0	0
SIRT2	98	0	0
SIRT3	75	0	0
SIRT4	37	0	0
SIRT5	47	0	0
SIRT6	67	0	0
SIRT7	53	0	0
SIT1	25	0	0
SIVA1	38	0	0
SIX1	13	0	0
SIX2	19	0	0
SIX3	20	0	0
SIX4	37	0	0
SIX5	55	0	0
SIX6	16	0	0
SKA1	31	0	0
SKA2	22	0	0
SKA3	45	0	0
SKAP1	43	0	0
SKAP2	37	0	0
SKI	94	0	0
SKIDA1	61	0	0
SKIL	38	0	0
SKIV2L	147	0	0
SKOR1	67	0	0
SKP1	28	0	0
SKP2	49	0	0
SLA	74	0	0
SLA2	37	0	0
SLAIN1	32	0	0
SLAIN2	51	0	0
SLAMF1	54	0	0
SLAMF6	48	0	0
SLAMF7	45	0	0
SLAMF8	55	0	0
SLAMF9	27	0	0
SLBP	35	0	0
SLC10A1	48	0	0
SLC10A2	88	0	0
SLC10A4	28	0	0
SLC10A5	23	0	0
SLC10A6	33	0	0
SLC10A7	59	0	0
SLC11A1	106	0	0
SLC11A2	70	0	0
SLC12A1	137	0	1
SLC12A2	119	0	0
SLC12A3	213	0	0
SLC12A4	143	0	0
SLC12A5	167	0	0
SLC12A6	123	0	0
SLC12A7	280	0	0
SLC12A8	99	0	0
SLC12A9	87	0	0
SLC13A1	68	0	0
SLC13A2	85	0	0
SLC13A3	110	0	0
SLC13A4	93	0	0
SLC13A5	84	0	0
SLC14A1	50	0	0
SLC14A2	145	0	0
SLC15A1	129	0	0
SLC15A2	87	0	0
SLC15A3	65	0	0
SLC15A4	66	0	0
SLC16A1	23	0	0
SLC16A10	41	0	0
SLC16A11	54	0	0
SLC16A12	38	0	0
SLC16A12-AS1	3	0	0
SLC16A13	36	0	0
SLC16A14	36	0	0
SLC16A3	61	0	0
SLC16A4	41	0	0
SLC16A5	56	0	0
SLC16A6	55	0	0
SLC16A7	36	0	0
SLC16A8	48	0	0
SLC16A9	43	0	0
SLC17A1	45	0	0
SLC17A2	55	0	0
SLC17A3	54	0	0
SLC17A4	63	0	0
SLC17A5	60	0	0
SLC17A6	56	0	0
SLC17A7	57	0	0
SLC17A8	57	0	0
SLC17A9	119	0	0
SLC18A1	152	0	0
SLC18A2	82	0	0
SLC18A3	38	0	0
SLC18B1	65	0	0
SLC19A1	76	0	0
SLC19A2	55	0	0
SLC19A3	62	0	0
SLC1A1	110	0	0
SLC1A2	65	0	0
SLC1A3	67	0	0
SLC1A4	67	0	0
SLC1A5	65	0	0
SLC1A6	65	0	0
SLC1A7	96	0	0
SLC20A1	42	0	0
SLC20A2	65	0	0
SLC22A1	118	0	0
SLC22A10	86	0	0
SLC22A11	64	0	0
SLC22A12	91	0	0
SLC22A13	72	0	0
SLC22A14	115	0	0
SLC22A15	67	0	0
SLC22A16	92	0	0
SLC22A17	59	0	0
SLC22A18	159	0	0
SLC22A18AS	42	0	0
SLC22A2	100	0	0
SLC22A23	92	0	0
SLC22A24	85	0	0
SLC22A25	80	0	0
SLC22A3	76	0	0
SLC22A4	36	0	0
SLC22A5	86	0	0
SLC22A6	63	0	0
SLC22A7	67	0	0
SLC22A8	49	0	0
SLC22A9	88	0	0
SLC23A1	82	0	0
SLC23A2	95	0	0
SLC23A3	66	0	0
SLC24A1	75	0	0
SLC24A2	85	0	0
SLC24A3	101	0	0
SLC24A4	123	0	0
SLC24A5	36	0	0
SLC25A1	29	0	0
SLC25A10	77	0	0
SLC25A11	28	0	0
SLC25A12	78	0	0
SLC25A13	87	0	0
SLC25A15	17	0	0
SLC25A16	38	0	0
SLC25A17	43	0	0
SLC25A18	44	0	0
SLC25A19	37	0	0
SLC25A2	27	0	0
SLC25A20	31	0	0
SLC25A21	54	0	0
SLC25A21-AS1	7	0	0
SLC25A22	69	0	0
SLC25A23	67	0	0
SLC25A24	61	0	0
SLC25A25	86	0	0
SLC25A26	40	0	0
SLC25A27	38	0	0
SLC25A28	24	0	0
SLC25A29	32	0	0
SLC25A3	38	0	0
SLC25A30	37	0	0
SLC25A31	35	0	0
SLC25A32	36	0	0
SLC25A33	33	0	0
SLC25A34	45	0	0
SLC25A35	37	0	0
SLC25A36	40	0	0
SLC25A37	31	0	0
SLC25A38	40	0	0
SLC25A39	63	0	0
SLC25A4	23	0	0
SLC25A40	35	0	0
SLC25A41	62	0	0
SLC25A42	43	0	0
SLC25A44	18	0	0
SLC25A45	47	0	0
SLC25A46	52	0	0
SLC25A47	66	0	0
SLC25A48	50	0	0
SLC25A51	14	0	0
SLC25A52	31	0	0
SLC26A1	112	0	0
SLC26A10	62	0	0
SLC26A11	145	0	0
SLC26A2	31	0	0
SLC26A3	114	0	0
SLC26A4	122	0	0
SLC26A4-AS1	7	0	0
SLC26A5	122	0	0
SLC26A6	109	0	0
SLC26A7	93	0	0
SLC26A8	104	0	0
SLC26A9	153	0	0
SLC27A1	76	0	0
SLC27A2	75	0	0
SLC27A3	114	0	0
SLC27A4	74	0	0
SLC27A5	77	0	0
SLC27A6	79	0	0
SLC28A1	140	0	0
SLC28A2	36	0	0
SLC28A3	105	0	0
SLC29A1	62	0	0
SLC29A2	64	0	0
SLC29A3	82	0	0
SLC29A4	151	0	0
SLC2A1	64	0	0
SLC2A1-AS1	7	0	0
SLC2A10	66	0	0
SLC2A11	138	0	0
SLC2A12	35	0	0
SLC2A13	52	0	0
SLC2A14	68	0	0
SLC2A2	61	0	0
SLC2A3	78	0	0
SLC2A4	53	0	0
SLC2A4RG	55	0	0
SLC2A5	73	0	0
SLC2A6	90	0	0
SLC2A7	107	0	0
SLC2A8	96	0	0
SLC2A9	105	0	0
SLC30A1	16	0	0
SLC30A10	16	0	0
SLC30A2	50	0	0
SLC30A3	57	0	0
SLC30A4	31	0	0
SLC30A5	82	0	0
SLC30A6	58	0	0
SLC30A7	51	0	0
SLC30A8	54	0	0
SLC30A9	70	0	0
SLC31A1	20	0	0
SLC31A2	30	0	0
SLC32A1	21	0	0
SLC33A1	36	0	0
SLC34A1	78	0	0
SLC34A2	90	0	0
SLC34A3	138	0	0
SLC35A1	37	0	0
SLC35A3	33	0	0
SLC35A4	42	0	0
SLC35A5	48	0	0
SLC35B1	50	0	0
SLC35B2	29	0	0
SLC35B3	56	0	0
SLC35B4	49	0	0
SLC35C1	24	0	0
SLC35C2	57	0	0
SLC35D1	65	0	0
SLC35D2	54	0	0
SLC35D3	35	0	0
SLC35E1	39	0	0
SLC35E2B	80	0	0
SLC35E3	29	0	0
SLC35E4	32	0	0
SLC35F1	43	0	0
SLC35F2	54	0	0
SLC35F3	58	0	0
SLC35F4	60	0	0
SLC35F5	61	0	0
SLC35F6	41	0	0
SLC35G1	26	0	0
SLC35G2	18	0	0
SLC35G3	37	0	0
SLC35G5	50	0	0
SLC35G6	36	0	0
SLC36A1	80	0	0
SLC36A2	88	0	0
SLC36A3	72	0	0
SLC36A4	60	0	0
SLC37A1	145	0	0
SLC37A2	138	0	0
SLC37A3	72	0	0
SLC37A4	81	0	0
SLC38A1	66	0	0
SLC38A10	216	0	0
SLC38A11	67	0	0
SLC38A2	67	0	0
SLC38A3	50	0	1
SLC38A4	68	1	0
SLC38A6	83	0	0
SLC38A7	54	0	0
SLC38A8	149	0	0
SLC38A9	72	0	0
SLC39A1	18	0	0
SLC39A10	54	0	0
SLC39A11	79	0	0
SLC39A12	91	0	0
SLC39A12-AS1	4	0	0
SLC39A13	56	0	0
SLC39A14	64	0	0
SLC39A2	38	0	0
SLC39A3	41	0	0
SLC39A4	121	0	0
SLC39A5	78	0	0
SLC39A6	59	0	0
SLC39A7	44	0	0
SLC39A8	47	0	0
SLC39A9	39	0	0
SLC3A1	99	0	0
SLC3A2	57	0	0
SLC40A1	43	0	0
SLC41A1	51	0	0
SLC41A2	38	0	0
SLC41A3	75	0	0
SLC43A1	78	0	0
SLC43A2	104	0	0
SLC43A3	79	0	0
SLC44A1	60	0	0
SLC44A2	107	0	0
SLC44A3	93	0	0
SLC44A4	123	0	0
SLC44A5	108	0	0
SLC45A1	116	0	0
SLC45A2	58	0	0
SLC45A3	46	0	0
SLC45A4	132	0	0
SLC46A1	33	0	1
SLC46A2	53	0	0
SLC46A3	44	0	0
SLC47A1	91	0	0
SLC47A2	118	0	0
SLC48A1	31	0	0
SLC4A1	114	0	0
SLC4A10	101	0	0
SLC4A11	150	0	0
SLC4A1AP	79	0	0
SLC4A2	139	0	0
SLC4A3	154	0	0
SLC4A4	142	0	0
SLC4A5	136	0	0
SLC4A7	115	0	0
SLC4A8	97	0	0
SLC4A9	86	0	0
SLC50A1	36	0	0
SLC51A	67	0	0
SLC51B	14	0	0
SLC52A1	38	0	0
SLC52A2	49	0	0
SLC52A3	55	0	0
SLC5A1	85	0	0
SLC5A10	138	0	0
SLC5A11	93	0	0
SLC5A12	89	0	0
SLC5A2	80	0	0
SLC5A3	195	0	0
SLC5A4	107	0	0
SLC5A5	93	0	0
SLC5A6	75	0	0
SLC5A7	39	0	0
SLC5A8	81	0	0
SLC5A9	109	0	0
SLC6A1	83	0	0
SLC6A1-AS1	17	0	0
SLC6A10P	10	0	8
SLC6A11	70	0	0
SLC6A12	102	0	1
SLC6A13	125	0	0
SLC6A15	65	0	0
SLC6A16	64	0	0
SLC6A17	82	0	0
SLC6A18	145	0	0
SLC6A19	155	0	0
SLC6A2	92	0	0
SLC6A20	99	0	0
SLC6A3	139	0	0
SLC6A4	75	0	0
SLC6A5	124	0	0
SLC6A6	69	0	0
SLC6A7	106	0	0
SLC6A9	119	0	0
SLC7A1	88	0	0
SLC7A10	89	0	0
SLC7A11	71	0	0
SLC7A11-AS1	2	0	0
SLC7A13	42	0	0
SLC7A14	40	0	0
SLC7A2	120	0	0
SLC7A4	68	0	0
SLC7A5	79	0	0
SLC7A6	52	0	0
SLC7A6OS	30	0	0
SLC7A7	70	0	0
SLC7A8	71	0	0
SLC7A9	116	0	0
SLC8A1	37	0	0
SLC8A1-AS1	28	0	0
SLC8A2	72	0	0
SLC8A3	63	0	0
SLC8B1	94	0	0
SLC9A1	78	0	0
SLC9A2	65	0	0
SLC9A3	158	0	0
SLC9A3-AS1	57	0	0
SLC9A3R1	46	0	0
SLC9A3R2	81	0	0
SLC9A4	110	0	0
SLC9A5	77	0	0
SLC9A8	72	0	0
SLC9A9	108	0	0
SLC9B1	47	1	0
SLC9B2	54	0	0
SLC9C1	167	0	0
SLC9C2	112	0	0
SLCO1A2	102	0	0
SLCO1B1	103	0	0
SLCO1B3	124	0	0
SLCO1B7	86	1	0
SLCO1C1	92	0	0
SLCO2A1	109	0	0
SLCO2B1	90	0	0
SLCO3A1	92	0	0
SLCO4A1	158	0	0
SLCO4A1-AS1	11	0	0
SLCO4C1	78	0	0
SLCO5A1	67	0	0
SLCO6A1	94	0	0
SLF1	94	0	0
SLF2	110	0	0
SLFN11	64	0	0
SLFN12	37	0	0
SLFN12L	54	0	0
SLFN13	88	0	0
SLFN14	78	0	0
SLFN5	64	0	0
SLFNL1	33	0	0
SLFNL1-AS1	24	0	0
SLIRP	25	0	0
SLIT1	193	0	0
SLIT2	206	0	0
SLIT3	249	0	0
SLITRK1	38	0	0
SLITRK3	30	0	0
SLITRK5	75	0	0
SLITRK6	42	0	0
SLK	100	0	0
SLMAP	97	0	0
SLN	5	0	0
SLPI	23	0	0
SLTM	93	0	0
SLU7	65	0	0
SLURP1	20	0	0
SLX1A	14	0	0
SLX1A-SULT1A3	18	0	0
SLX1B	14	0	0
SLX1B-SULT1A4	18	0	0
SLX4	218	0	0
SLX4IP	31	0	0
SMAD1	29	0	0
SMAD1-AS1	1	0	0
SMAD2	58	0	0
SMAD3	73	0	0
SMAD4	60	0	0
SMAD5	34	0	1
SMAD6	63	0	0
SMAD7	37	0	0
SMAD9	53	0	0
SMAGP	17	0	0
SMAP1	83	0	0
SMAP2	60	0	0
SMARCA2	249	0	0
SMARCA4	272	0	0
SMARCA5	98	0	0
SMARCA5-AS1	2	0	0
SMARCAD1	106	0	0
SMARCAL1	118	0	0
SMARCB1	60	0	0
SMARCC1	107	0	0
SMARCC2	116	0	0
SMARCD1	44	0	0
SMARCD2	45	0	0
SMARCD3	80	0	0
SMARCE1	46	0	0
SMC1B	131	0	1
SMC2	132	0	0
SMC3	141	0	0
SMC4	177	0	0
SMC5	110	0	0
SMC5-AS1	7	0	0
SMC6	139	0	0
SMCHD1	228	0	0
SMCO1	29	0	0
SMCO2	48	0	0
SMCO3	17	0	0
SMCO4	13	0	0
SMCP	12	0	0
SMCR2	5	0	0
SMCR8	65	0	0
SMDT1	19	0	0
SMG1	305	0	0
SMG5	134	0	0
SMG6	150	0	0
SMG7	100	0	0
SMG8	45	0	0
SMG9	71	0	0
SMIM1	17	0	0
SMIM11A	0	0	11
SMIM11B	0	0	11
SMIM12	18	0	0
SMIM13	10	0	0
SMIM14	5	0	0
SMIM15	9	0	0
SMIM19	5	0	0
SMIM2	7	0	0
SMIM2-AS1	1	0	0
SMIM20	18	0	0
SMIM21	19	0	0
SMIM24	31	0	0
SMIM27	6	0	0
SMIM29	23	0	0
SMIM3	23	0	0
SMIM4	9	0	0
SMIM5	16	0	0
SMIM6	10	0	0
SMIM7	29	0	0
SMIM8	16	0	0
SMN1	15	0	0
SMN2	15	0	0
SMNDC1	20	0	0
SMO	111	0	0
SMOC1	85	0	0
SMOC2	123	0	0
SMOX	69	0	0
SMPD1	89	0	0
SMPD2	45	0	0
SMPD3	86	0	0
SMPD4	157	0	0
SMPDL3A	41	0	0
SMPDL3B	77	0	0
SMR3A	15	0	0
SMR3B	15	0	0
SMTN	160	0	0
SMTNL1	50	0	0
SMTNL2	49	0	0
SMU1	65	0	0
SMUG1	20	0	0
SMURF1	123	0	0
SMURF2	69	0	0
SMYD1	85	0	0
SMYD2	61	0	0
SMYD3	107	0	0
SMYD4	90	0	0
SMYD5	69	0	0
SNAI1	35	0	0
SNAI2	18	0	0
SNAI3	35	0	0
SNAI3-AS1	27	0	0
SNAP23	23	0	0
SNAP25	29	0	0
SNAP25-AS1	37	0	0
SNAP29	44	0	0
SNAP47	75	0	0
SNAP91	134	0	0
SNAPC1	55	0	0
SNAPC2	40	0	0
SNAPC3	56	0	0
SNAPC4	219	0	0
SNAPC5	25	0	0
SNAPIN	29	0	0
SNCA	22	0	0
SNCAIP	58	0	0
SNCB	33	0	0
SNCG	38	0	0
SND1	110	0	0
SND1-IT1	7	0	0
SNED1	287	0	1
SNF8	41	0	0
SNHG12	24	0	0
SNHG14	94	0	0
SNHG16	18	0	0
SNHG22	48	0	0
SNHG28	29	0	0
SNHG5	12	0	0
SNIP1	34	0	0
SNN	87	0	0
SNORA10	7	0	0
SNORA15	1	0	0
SNORA20	1	0	0
SNORA21	1	0	0
SNORA36B	2	0	0
SNORA4	4	0	0
SNORA44	1	0	0
SNORA52	1	0	0
SNORA53	1	0	0
SNORA63	1	0	0
SNORA64	9	0	0
SNORA65	2	0	0
SNORA68	1	0	0
SNORA81	1	0	0
SNORD105	5	0	0
SNORD105B	2	0	0
SNORD117	3	0	0
SNORD11B	1	0	0
SNORD12B	4	0	0
SNORD15A	6	0	0
SNORD16	3	0	0
SNORD18A	3	0	0
SNORD18C	2	0	0
SNORD19	1	0	0
SNORD21	1	0	0
SNORD24	1	0	0
SNORD32A	3	0	0
SNORD33	2	0	0
SNORD34	3	0	0
SNORD36A	2	0	0
SNORD36B	3	0	0
SNORD38A	2	0	0
SNORD41	2	0	0
SNORD42B	3	0	0
SNORD43	6	0	0
SNORD46	5	0	0
SNORD4A	3	0	0
SNORD4B	3	0	0
SNORD54	2	0	0
SNORD55	3	0	0
SNORD59A	1	0	0
SNORD68	3	0	0
SNORD82	1	0	0
SNORD83A	2	0	0
SNORD83B	1	0	0
SNORD88B	1	0	0
SNORD89	5	0	0
SNORD97	2	0	0
SNORD99	1	0	0
SNPH	65	0	0
SNRK	29	0	0
SNRK-AS1	5	0	0
SNRNP200	190	0	0
SNRNP25	42	0	0
SNRNP27	18	0	0
SNRNP35	17	0	0
SNRNP40	44	0	0
SNRNP48	55	0	0
SNRNP70	36	0	0
SNRPA	26	0	0
SNRPA1	43	0	0
SNRPB	41	0	0
SNRPB2	22	0	0
SNRPC	46	0	0
SNRPD1	12	0	0
SNRPD2	19	0	0
SNRPD3	13	0	0
SNRPE	17	0	0
SNRPF	15	0	0
SNRPG	24	0	0
SNRPN	7	0	0
SNTA1	48	0	0
SNTB1	47	0	0
SNTB2	32	0	0
SNTG1	100	0	0
SNTG2	121	0	0
SNTN	23	0	0
SNU13	22	0	0
SNUPN	43	0	0
SNURF	2	0	0
SNW1	60	0	0
SNX1	68	0	0
SNX10	25	0	0
SNX11	27	0	0
SNX13	120	0	0
SNX14	116	0	0
SNX15	17	0	0
SNX16	35	0	0
SNX17	91	0	0
SNX18	62	0	0
SNX19	117	0	0
SNX2	85	0	0
SNX20	38	0	0
SNX21	64	0	0
SNX22	51	0	0
SNX24	36	0	0
SNX25	88	0	0
SNX27	48	0	0
SNX29	194	0	0
SNX29P1	26	0	0
