Gene	count_concord	unique_hg38	unique_hg19
FBXO28	38	0	0
FBXO3	43	0	0
FBXO30	23	0	0
FBXO31	64	0	0
FBXO32	48	0	0
FBXO33	36	0	0
FBXO34	56	0	0
FBXO36	26	0	0
FBXO38	119	0	0
FBXO39	50	0	0
FBXO4	33	0	0
FBXO40	53	0	0
FBXO41	92	0	0
FBXO42	51	0	0
FBXO43	42	0	0
FBXO44	41	0	0
FBXO45	12	0	0
FBXO46	36	0	0
FBXO47	52	0	0
FBXO48	10	0	0
FBXO5	32	0	0
FBXO6	44	0	0
FBXO7	71	0	0
FBXO8	26	0	0
FBXO9	48	0	0
FBXW10	114	0	0
FBXW11	55	0	0
FBXW12	52	0	0
FBXW2	37	0	0
FBXW4	41	0	0
FBXW5	117	0	0
FBXW7	57	0	0
FBXW7-AS1	1	0	0
FBXW8	76	0	0
FBXW9	72	0	0
FCAMR	92	0	0
FCAR	54	0	0
FCER1A	34	0	0
FCER1G	22	0	0
FCER2	85	0	0
FCF1	30	0	0
FCGBP	319	150	194
FCGR1A	45	1	0
FCGR1B	0	0	56
FCGR1CP	22	42	3
FCGR2A	59	0	0
FCGR2B	61	0	0
FCGR2C	62	0	0
FCGR3A	56	0	0
FCGR3B	55	0	0
FCGRT	43	0	0
FCHO1	159	0	0
FCHO2	94	0	0
FCHSD1	128	0	0
FCHSD2	80	0	0
FCMR	41	0	0
FCN1	83	0	0
FCN2	99	0	0
FCN3	41	0	0
FCRL1	60	0	0
FCRL2	72	0	0
FCRL3	113	0	0
FCRL4	88	0	0
FCRL5	127	0	0
FCRL6	101	0	0
FCRLA	46	0	0
FCRLB	45	0	0
FDCSP	19	0	0
FDFT1	93	0	0
FDPS	21	0	0
FDX1	10	0	0
FDXACB1	60	0	0
FDXR	93	3	3
FECH	61	0	0
FEM1A	56	0	0
FEM1B	31	0	0
FEM1C	30	0	0
FEN1	25	0	0
FER	105	0	0
FER1L5	236	0	0
FER1L6	138	0	0
FER1L6-AS1	30	0	0
FER1L6-AS2	54	0	0
FERD3L	8	0	0
FERMT1	116	0	0
FERMT2	78	0	0
FERMT3	91	0	0
FES	117	0	0
FETUB	64	0	0
FEV	25	0	0
FEZ1	52	0	0
FEZ2	107	0	0
FEZF1	38	0	0
FEZF1-AS1	3	0	0
FEZF2	37	0	0
FFAR1	18	0	0
FFAR2	44	0	0
FFAR3	62	0	0
FFAR4	34	0	0
FGA	55	0	0
FGB	41	0	0
FGD2	152	0	0
FGD3	98	0	0
FGD4	104	0	0
FGD5	168	0	0
FGD6	127	0	0
FGF1	17	0	0
FGF10	18	0	0
FGF10-AS1	2	0	0
FGF11	35	0	0
FGF12	31	0	0
FGF14	27	0	0
FGF17	32	0	0
FGF18	30	0	0
FGF19	21	0	0
FGF2	25	0	0
FGF20	39	0	0
FGF21	38	0	0
FGF22	32	0	0
FGF23	26	0	0
FGF3	19	0	0
FGF4	17	0	0
FGF5	34	0	0
FGF6	33	0	0
FGF7	4	0	0
FGF8	26	0	0
FGF9	14	0	0
FGFBP1	19	0	0
FGFBP2	23	0	0
FGFBP3	21	0	0
FGFR1	123	0	0
FGFR1OP	79	0	0
FGFR1OP2	20	0	0
FGFR2	125	0	0
FGFR3	190	0	0
FGFR4	115	0	0
FGFRL1	85	0	0
FGG	44	0	0
FGGY	107	0	0
FGL1	82	0	0
FGL2	19	0	0
FGR	49	0	0
FH	55	0	0
FHAD1	270	0	0
FHDC1	100	0	0
FHIT	42	0	0
FHL2	45	0	0
FHL3	26	0	0
FHL5	35	0	0
FHOD1	120	0	0
FHOD3	172	0	0
FIBCD1	93	0	0
FIBIN	51	0	0
FIBP	58	0	0
FICD	27	0	0
FIG4	120	0	0
FIGLA	26	0	0
FIGN	33	0	0
FIGNL1	31	0	0
FIGNL2	28	0	0
FILIP1	54	0	0
FILIP1L	45	0	0
FIP1L1	72	0	0
FIS1	21	0	0
FITM1	33	0	0
FITM2	22	0	0
FIZ1	18	0	0
FJX1	29	0	0
FKBP10	89	0	0
FKBP11	29	0	0
FKBP14	20	0	0
FKBP15	147	0	0
FKBP1A	3	0	0
FKBP1B	23	0	0
FKBP2	30	0	0
FKBP3	31	0	0
FKBP4	14	0	0
FKBP5	33	0	0
FKBP6	60	1	1
FKBP7	10	0	0
FKBP8	52	0	0
FKBP9	63	0	0
FKBPL	12	0	0
FKRP	62	0	0
FKTN	57	0	0
FLAD1	38	0	0
FLCN	97	0	0
FLG	734	0	0
FLG-AS1	9	0	0
FLG2	154	0	0
FLI1	73	0	0
FLII	157	0	0
FLNB	319	0	0
FLNB-AS1	15	0	0
FLNC	368	0	0
FLOT1	52	2	0
FLOT2	68	0	0
FLRT1	66	0	0
FLRT2	125	0	0
FLRT3	23	0	0
FLT1	160	0	0
FLT3	116	0	0
FLT3LG	43	0	0
FLT4	285	0	0
FLVCR1	61	0	0
FLVCR2	65	0	0
FLYWCH1	154	0	0
FLYWCH2	22	0	0
FMC1	10	0	0
FMN1	202	1	0
FMN2	247	1	1
FMNL1	121	0	0
FMNL2	138	0	0
FMNL3	154	0	0
FMO1	65	0	0
FMO2	65	0	0
FMO3	80	0	0
FMO4	54	0	0
FMO5	64	0	0
FMO6P	43	0	0
FMOD	32	0	0
FN1	307	0	0
FN3K	56	0	0
FN3KRP	63	0	0
FNBP1	84	0	0
FNBP1L	71	0	0
FNBP4	103	0	0
FNDC1	231	0	0
FNDC11	21	0	0
FNDC3A	97	0	0
FNDC3B	125	0	0
FNDC4	27	0	0
FNDC5	31	0	0
FNDC7	91	0	0
FNDC8	31	0	0
FNDC9	27	0	0
FNIP1	96	0	0
FNIP2	91	0	0
FNTA	36	0	0
FNTB	59	0	0
FOCAD	250	0	0
FOLH1	107	0	0
FOLH1B	72	0	0
FOLR1	24	0	0
FOLR2	21	1	1
FOLR3	45	1	1
FOPNL	38	0	0
FOS	29	0	0
FOSB	21	0	0
FOSL1	16	0	0
FOSL2	20	0	0
FOXA1	32	0	0
FOXA2	28	0	0
FOXA3	23	0	0
FOXB1	21	0	0
FOXB2	35	0	0
FOXC1	70	0	0
FOXC2	53	0	0
FOXC2-AS1	2	0	0
FOXD1	13	0	0
FOXD2	38	0	0
FOXD3	37	0	0
FOXD3-AS1	5	0	0
FOXD4	102	0	0
FOXD4L1	55	0	0
FOXD4L3	59	1	0
FOXD4L4	0	47	0
FOXD4L5	51	20	0
FOXD4L6	0	40	41
FOXE1	48	0	0
FOXE3	8	0	0
FOXF1	29	0	0
FOXF2	20	0	0
FOXG1	24	0	0
FOXH1	39	0	0
FOXI1	40	0	0
FOXI2	23	0	0
FOXI3	16	0	0
FOXJ1	30	0	0
FOXJ2	57	0	0
FOXJ3	60	0	0
FOXK1	80	0	0
FOXK2	128	0	2
FOXL1	56	0	0
FOXL2	35	0	0
FOXL2NB	26	0	0
FOXM1	76	0	0
FOXN1	60	0	0
FOXN2	40	0	0
FOXN3	46	0	0
FOXN4	78	0	0
FOXO1	38	0	0
FOXO3	34	0	0
FOXO3B	2	0	0
FOXO6	32	0	0
FOXP1	86	0	0
FOXP2	78	0	0
FOXP4	95	0	0
FOXQ1	41	0	0
FOXR1	23	0	0
FOXRED1	62	0	0
FOXRED2	75	0	0
FOXS1	27	0	0
FPGS	94	0	0
FPGT	48	0	0
FPGT-TNNI3K	206	0	0
FPR1	33	0	0
FPR2	30	0	0
FPR3	35	0	0
FRA10AC1	63	0	0
FRAS1	592	0	0
FRAT1	33	0	0
FRAT2	7	0	0
FREM1	321	0	0
FREM2	262	0	0
FRG1	134	0	5
FRG1BP	40	0	0
FRG1JP	0	10	0
FRG2	92	25	7
FRG2B	10	14	3
FRG2C	0	62	0
FRGCA	0	0	35
FRK	49	0	0
FRMD1	142	0	0
FRMD3	85	0	0
FRMD4A	169	0	0
FRMD4B	155	0	0
FRMD5	79	0	0
FRMD6	74	0	0
FRMD8	66	0	0
FRMPD1	144	0	0
FRMPD2	218	9	1
FRRS1	57	0	0
FRRS1L	26	0	0
FRS2	28	0	0
FRS3	59	0	0
FRY	379	0	0
FRYL	299	0	0
FRZB	38	0	0
FSBP	14	0	0
FSCB	68	0	0
FSCN1	49	0	0
FSCN2	99	0	0
FSCN3	68	0	0
FSD1	81	0	0
FSD1L	73	0	0
FSD2	78	0	0
FSHB	15	0	0
FSHR	71	0	0
FSIP1	68	1	0
FSIP2	87	0	0
FST	36	0	0
FSTL1	55	0	0
FSTL3	33	0	0
FSTL4	141	0	0
FSTL5	94	0	0
FTCD	181	0	0
FTCD-AS1	27	0	0
FTH1	21	0	0
FTL	18	0	0
FTLP10	9	0	0
FTMT	20	0	0
FTO	48	0	0
FTSJ3	125	0	0
FUBP1	94	0	1
FUBP3	90	0	0
FUCA1	47	0	0
FUCA2	54	0	0
FUOM	48	0	0
FURIN	101	0	0
FUS	99	0	0
FUT1	16	0	0
FUT10	38	0	0
FUT11	37	0	0
FUT2	103	0	0
FUT3	58	0	0
FUT4	24	0	0
FUT5	69	0	0
FUT6	44	0	0
FUT7	46	0	0
FUT8	53	0	0
FUT9	240	0	1
FUZ	73	0	0
FXN	32	0	0
FXR1	57	0	0
FXR2	70	0	0
FXYD1	37	0	0
FXYD2	41	0	0
FXYD3	56	0	0
FXYD4	22	0	0
FXYD5	55	0	0
FXYD6	22	0	0
FXYD6-FXYD2	60	0	0
FXYD7	29	0	0
FYCO1	173	0	0
FYN	56	0	0
FYTTD1	53	0	0
FZD1	99	0	0
FZD10	46	0	0
FZD2	17	0	0
FZD3	36	0	0
FZD4	25	0	0
FZD5	31	0	0
FZD6	42	0	0
FZD7	47	0	0
FZD8	26	0	0
FZD9	24	0	0
FZR1	93	0	0
G0S2	4	0	0
G2E3	56	0	0
G3BP1	60	0	0
G3BP2	45	0	0
G6PC	31	0	0
G6PC2	37	0	0
G6PC3	42	0	0
GAA	184	0	0
GAB1	54	0	0
GAB2	83	0	0
GAB4	86	0	0
GABARAP	16	0	0
GABARAPL1	15	0	0
GABARAPL2	32	0	0
GABBR1	103	0	0
GABBR2	124	0	0
GABPA	54	0	0
GABPB1	35	0	0
GABPB2	36	0	0
GABRA1	67	0	0
GABRA2	50	0	0
GABRA4	53	0	0
GABRA5	47	0	0
GABRA6	59	0	0
GABRB1	63	0	0
GABRB2	43	0	0
GABRB3	58	0	0
GABRD	80	0	0
GABRG1	45	0	0
GABRG2	52	0	0
GABRG3	64	0	0
GABRP	63	0	0
GABRR1	65	0	0
GABRR2	78	0	0
GABRR3	53	0	0
GACAT2	7	0	0
GAD1	66	0	0
GAD2	86	0	0
GADD45A	25	0	0
GADD45B	18	0	0
GADD45G	31	0	0
GADD45GIP1	23	0	0
GADL1	100	0	0
GAK	286	0	0
GAL	32	0	0
GAL3ST1	31	0	0
GAL3ST2	44	0	0
GAL3ST3	20	0	0
GAL3ST4	37	0	0
GALC	125	0	0
GALE	47	0	0
GALK1	53	0	0
GALK2	55	0	0
GALM	55	0	0
GALNS	177	0	0
GALNT1	51	0	0
GALNT10	50	0	0
GALNT11	71	0	0
GALNT12	82	0	0
GALNT13	80	0	0
GALNT14	114	0	0
GALNT15	80	0	0
GALNT16	107	0	0
GALNT17	89	0	1
GALNT18	89	0	0
GALNT2	99	0	0
GALNT3	63	0	0
GALNT4	41	0	0
GALNT5	57	0	0
GALNT6	74	0	0
GALNT7	65	0	0
GALNT8	89	0	0
GALNT9	120	0	0
GALNTL5	55	0	0
GALNTL6	56	0	0
GALP	39	0	0
GALR1	36	0	0
GALR2	27	0	0
GALR3	20	0	0
GALT	53	0	0
GAMT	56	0	0
GAN	79	0	0
GANAB	119	0	0
GANC	149	0	0
GAP43	24	0	0
GAPDH	53	0	0
GAPDHS	32	0	0
GAPT	51	0	0
GAPVD1	104	0	0
GAR1	32	0	0
GAREM1	64	0	0
GAREM2	48	0	0
GARNL3	129	0	0
GART	122	0	0
GAS1	15	0	0
GAS2	32	0	0
GAS2L1	50	0	1
GAS2L2	97	0	0
GAS2L3	69	0	0
GAS6	51	0	0
GAS6-AS1	84	0	0
GAS7	133	0	0
GAS8	91	0	1
GAS8-AS1	28	0	0
GAST	16	0	0
GATA2	54	0	0
GATA3	53	0	0
GATA3-AS1	28	0	0
GATA4	58	0	0
GATA5	66	0	0
GATA6	56	0	1
GATAD1	51	0	0
GATAD2A	101	0	0
GATAD2B	52	0	0
GATB	62	0	0
GATC	27	0	0
GATD1	51	0	0
GATM	39	0	0
GBA	60	0	1
GBA2	84	0	0
GBA3	43	0	0
GBAP1	54	4	5
GBE1	102	0	0
GBF1	146	0	0
GBGT1	74	0	0
GBP1	80	0	0
GBP2	62	0	0
GBP3	81	0	0
GBP4	83	0	0
GBP5	71	0	0
GBP6	83	0	0
GBP7	91	0	0
GBX1	19	0	0
GBX2	25	0	0
GC	69	0	0
GCA	30	0	0
GCAT	76	0	0
GCC1	50	0	0
GCC2	173	0	0
GCC2-AS1	1	0	0
GCDH	87	0	0
GCFC2	110	0	0
GCG	10	0	0
GCGR	102	0	0
GCH1	39	0	0
GCHFR	20	0	0
GCK	74	0	0
GCKR	136	0	0
GCLC	82	0	0
GCLM	27	0	0
GCM1	42	0	0
GCM2	49	0	0
GCN1	302	0	0
GCNT1	112	0	0
GCNT2	104	0	0
GCNT3	61	0	0
GCNT4	45	0	0
GCNT7	58	0	0
GCOM1	99	0	0
GCSAM	26	0	0
GCSAML	24	0	0
GCSH	35	0	0
GDA	68	0	0
GDAP1	44	0	0
GDAP1L1	51	0	0
GDAP2	56	0	0
GDE1	33	0	0
GDF1	40	0	0
GDF10	43	0	0
GDF11	9	0	0
GDF15	28	0	0
GDF2	35	0	0
GDF3	18	0	0
GDF5	33	0	0
GDF6	29	0	0
GDF7	19	0	0
GDF9	23	0	0
GDI2	66	0	0
GDNF	26	0	0
GDPD1	38	0	0
GDPD3	39	0	0
GDPD4	91	0	0
GDPD5	84	0	0
GDPGP1	30	0	0
GEM	30	0	0
GEMIN2	34	0	0
GEMIN4	93	0	0
GEMIN5	163	0	0
GEMIN6	22	0	0
GEMIN7	27	0	0
GEN1	88	0	0
GET4	137	0	0
GFAP	75	0	0
GFER	28	0	0
GFI1	46	0	0
GFI1B	59	0	0
GFM1	129	0	0
GFM2	88	0	0
GFOD1	45	0	0
GFOD2	25	0	0
GFPT1	65	0	0
GFPT2	137	1	0
GFRA1	61	0	0
GFRA2	52	21	0
GFRA3	31	0	0
GFRA4	35	0	0
GFRAL	43	0	0
GGA1	101	0	0
GGA2	72	0	0
GGA3	119	0	0
GGACT	15	0	0
GGCT	37	0	0
GGCX	88	0	0
GGH	54	0	0
GGN	58	0	0
GGNBP2	53	0	0
GGPS1	62	0	0
GGT1	153	0	1
GGT2	30	7	39
GGT3P	0	0	1
GGT5	99	0	0
GGT6	43	0	0
GGT7	79	0	0
GGTLC1	47	0	0
GGTLC2	387	2	1
GH1	80	0	0
GH2	43	0	0
GHDC	49	1	0
GHET1	17	0	0
GHITM	33	0	0
GHR	59	0	0
GHRH	21	0	0
GHRHR	88	0	0
GHRL	11	0	0
GHRLOS	21	0	0
GHSR	31	0	0
GID4	29	0	0
GID8	24	0	0
GIGYF1	177	0	0
GIGYF2	155	0	0
GIMAP1	28	0	0
GIMAP1-GIMAP5	55	0	0
GIMAP2	24	0	0
GIMAP4	22	0	0
GIMAP5	27	0	0
GIMAP6	46	0	0
GIMAP7	21	0	0
GIMAP8	53	0	0
GIN1	36	0	0
GINM1	53	0	0
GINS1	38	0	0
GINS2	47	0	0
GINS3	23	0	0
GINS4	8	0	0
GIP	30	0	0
GIPC1	73	0	0
GIPC2	39	0	0
GIPC3	50	0	0
GIPR	83	0	0
GIT1	100	0	0
GIT2	94	0	0
GJA1	61	0	0
GJA10	24	0	0
GJA3	27	0	0
GJA4	45	0	0
GJA5	16	0	0
GJA8	25	0	0
GJA9	21	0	0
GJB2	38	0	0
GJB3	50	0	0
GJB4	88	0	0
GJB5	44	0	0
GJB6	15	0	0
GJB7	21	0	0
GJC1	13	0	0
GJC2	41	0	0
GJC3	28	0	0
GJD2	17	0	0
GJD3	25	0	0
GJD4	33	0	0
GK2	28	0	0
GK5	62	0	0
GKAP1	53	0	0
GKN1	34	0	0
GKN2	34	0	0
GLB1	117	0	0
GLB1L	77	0	0
GLB1L2	160	0	0
GLB1L3	136	0	0
GLCCI1	45	0	0
GLCE	29	0	0
GLDC	206	0	0
GLDN	75	0	0
GLE1	28	0	0
GLG1	160	0	0
GLI1	73	0	0
GLI2	181	0	0
GLI3	149	0	0
GLI4	53	0	0
GLIPR1	44	0	0
GLIPR1L1	24	0	0
GLIPR1L2	23	0	0
GLIPR2	20	0	0
GLIS1	105	0	0
GLIS2	58	0	0
GLIS3	119	0	0
GLIS3-AS1	3	0	0
GLMN	90	0	0
GLMP	38	0	0
GLO1	26	0	0
GLOD4	56	0	0
GLP1R	84	0	0
GLP2R	113	0	0
GLRA1	59	0	0
GLRA3	65	0	0
GLRB	50	0	0
GLRX	17	0	0
GLRX2	26	0	0
GLRX3	53	0	0
GLRX5	23	0	0
GLS	88	0	0
GLS2	61	0	0
GLT1D1	54	0	0
GLT6D1	48	0	0
GLT8D1	48	0	0
GLT8D2	58	0	0
GLTP	22	0	0
GLTPD2	19	0	0
GLUD1	54	0	0
GLUD1P3	10	0	0
GLUL	28	0	0
GLYAT	41	0	0
GLYATL1	23	0	0
GLYATL2	43	0	0
GLYATL3	32	0	0
GLYCTK	44	0	0
GLYR1	101	0	0
GM2A	29	0	0
GMCL1	59	0	0
GMDS	63	0	0
GMEB1	46	0	0
GMEB2	67	0	0
GMFB	25	0	0
GMFG	37	0	0
GMIP	116	0	0
GML	21	0	0
GMNC	42	0	0
GMNN	34	0	0
GMPPA	67	0	0
GMPPB	36	0	0
GMPR	60	0	0
GMPR2	37	0	0
GMPS	87	0	0
GNA11	73	0	0
GNA12	59	0	0
GNA13	27	0	0
GNA14	70	0	0
GNA15	41	0	0
GNAI1	48	0	0
GNAI2	42	0	0
GNAI3	34	0	0
GNAL	96	0	0
GNAO1	70	0	0
GNAQ	41	0	0
GNAS	119	0	0
GNAS-AS1	49	0	0
GNAT1	33	0	0
GNAT2	47	0	0
GNAT3	48	0	0
GNAZ	28	0	0
GNB1	34	0	0
GNB1L	64	0	0
GNB2	62	0	0
GNB3	54	0	0
GNB4	43	0	0
GNB5	77	0	0
GNE	51	0	0
GNG10	10	0	0
GNG11	11	0	0
GNG12	10	0	0
GNG12-AS1	55	0	0
GNG13	24	0	0
GNG2	14	0	0
GNG3	1	0	0
GNG4	4	0	0
GNG5	18	0	0
GNG7	12	0	0
GNG8	10	0	0
GNGT1	10	0	0
GNGT2	11	0	0
GNL1	62	0	0
GNL2	100	0	0
GNL3	81	0	0
GNLY	63	0	0
GNMT	37	0	0
GNPAT	70	0	0
GNPDA1	30	0	0
GNPDA2	25	0	0
GNPNAT1	16	0	0
GNPTAB	100	0	0
GNPTG	69	0	0
GNRH1	15	0	0
GNRH2	22	0	0
GNRHR	26	0	0
GNRHR2	12	0	0
GNS	68	0	0
GOLGA1	103	0	0
GOLGA2	145	0	0
GOLGA2P5	36	0	0
GOLGA3	246	0	0
GOLGA4	186	0	0
GOLGA5	95	0	0
GOLGA6A	69	0	0
GOLGA6B	69	1	0
GOLGA6D	41	0	0
GOLGA6L1	0	0	36
GOLGA6L17P	0	0	8
GOLGA6L22	0	0	36
GOLGA6L6	19	26	6
GOLGA7	26	0	0
GOLGA7B	25	0	0
GOLGA8A	36	0	0
GOLGA8B	24	0	0
GOLGA8CP	0	32	0
GOLGA8DP	0	15	0
GOLGA8EP	0	0	11
GOLGA8F	33	0	0
GOLGA8G	33	0	0
GOLGB1	172	0	0
GOLIM4	110	0	0
GOLM1	89	0	0
GOLPH3	17	0	0
GOLPH3L	25	0	0
GOLT1A	34	0	0
GOLT1B	24	0	0
GON4L	171	0	0
GON7	13	0	0
GOPC	31	0	0
GORAB	25	0	0
GORASP1	54	0	0
GORASP2	71	0	0
GOSR1	50	0	0
GOSR2	46	0	0
GOT1	47	0	0
GOT1L1	63	0	0
GOT2	70	0	0
GP1BA	67	0	0
GP1BB	6	0	0
GP2	65	0	0
GP5	44	0	0
GP6	93	0	0
GP9	19	0	0
GPA33	58	0	0
GPAA1	67	0	0
GPALPP1	56	0	0
GPAM	101	0	0
GPANK1	34	0	0
GPAT2	73	0	0
GPAT3	53	0	0
GPAT4	41	0	0
GPATCH1	110	0	0
GPATCH11	39	0	0
GPATCH2	62	0	0
GPATCH2L	46	0	0
GPATCH3	60	0	0
GPATCH4	62	0	0
GPATCH8	85	0	0
GPBAR1	40	0	0
GPBP1	73	0	0
GPBP1L1	48	0	0
GPC1	112	0	0
GPC2	38	0	0
GPC5	46	0	0
GPC6	55	0	0
GPC6-AS2	6	0	0
GPCPD1	82	0	0
GPD1	53	0	0
GPD1L	45	0	0
GPD2	89	0	0
GPER1	73	0	0
GPHA2	20	0	0
GPHB5	15	1	3
GPHN	105	0	0
GPI	94	0	0
GPIHBP1	37	0	0
GPLD1	175	0	0
GPM6A	29	0	0
GPN1	84	0	0
GPN2	38	0	0
GPN3	43	0	0
GPNMB	95	0	0
GPR1	24	0	0
GPR107	90	0	0
GPR108	120	0	0
GPR12	26	0	0
GPR132	25	0	0
GPR135	20	0	0
GPR137	43	0	0
GPR137B	44	0	0
GPR137C	36	0	0
GPR139	27	0	0
GPR141	19	0	0
GPR142	57	0	0
GPR146	72	0	0
GPR148	28	0	0
GPR149	41	0	0
GPR15	26	0	0
GPR150	26	0	0
GPR151	28	0	0
GPR152	40	0	0
GPR153	74	0	0
GPR155	78	0	0
GPR156	55	0	0
GPR157	39	0	0
GPR158	95	0	0
GPR158-AS1	6	0	0
GPR160	35	0	0
GPR161	60	0	0
GPR162	56	0	0
GPR17	66	0	0
GPR171	18	0	0
GPR176	32	0	0
GPR179	170	1	1
GPR18	22	0	0
GPR180	58	0	0
GPR182	32	0	0
GPR183	20	0	0
GPR19	21	0	0
GPR20	47	0	0
GPR21	18	0	0
GPR22	12	0	0
GPR25	18	0	0
GPR26	28	0	0
GPR27	3	0	0
GPR3	37	0	0
GPR31	35	0	0
GPR32	33	0	0
GPR35	77	0	0
GPR37	44	0	0
GPR37L1	42	0	0
GPR39	35	0	0
GPR4	41	0	0
GPR42	12	0	0
GPR45	30	0	0
GPR52	15	0	0
GPR55	30	0	0
GPR6	29	0	0
GPR61	20	0	0
GPR62	26	0	0
GPR63	27	0	0
GPR65	16	0	0
GPR68	38	0	0
GPR75	27	0	0
GPR78	72	0	0
GPR83	41	0	0
GPR84	23	0	0
GPR85	21	0	0
GPR87	31	0	0
GPR88	39	0	0
GPR89A	64	4	2
GPR89B	32	43	1
GPRC5A	35	0	0
GPRC5B	38	0	0
GPRC5C	78	0	0
GPRC5D	33	0	0
GPRC6A	71	0	0
GPRIN1	40	0	0
GPRIN2	78	1	5
GPRIN3	69	0	0
GPS1	81	0	0
GPS2	54	0	0
GPSM1	165	0	0
GPSM2	75	0	0
GPSM3	16	0	0
GPT	73	0	0
GPT2	57	0	0
GPX1	29	0	0
GPX2	21	0	0
GPX3	30	0	0
GPX4	67	0	0
GPX5	28	0	0
GPX6	35	0	0
GPX7	16	0	0
GPX8	17	0	0
GRAMD1A	113	0	0
GRAMD1B	99	0	0
GRAMD1C	74	0	0
GRAMD2A	52	0	0
GRAMD2B	65	0	0
GRAMD4	118	0	0
GRAP	20	0	0
GRAP2	46	0	0
GRASP	25	0	0
GRB10	95	0	0
GRB14	60	0	0
GRB2	17	0	0
GRB7	87	0	0
GREB1	312	0	0
GREB1L	169	0	0
GREM1	97	0	0
GREM2	5	0	0
GRHL1	107	0	0
GRHL2	83	0	0
GRHL3	125	0	0
GRHPR	59	0	0
GRIA1	97	0	1
GRIA2	72	0	0
GRIA4	75	0	0
GRID1	116	0	0
GRID1-AS1	3	0	0
GRID2	97	0	0
GRID2IP	185	0	0
GRIK1	103	0	0
GRIK2	92	0	0
GRIK3	110	0	0
GRIK4	104	0	0
GRIK5	74	0	0
GRIN1	92	0	0
GRIN2A	95	0	0
GRIN2B	106	0	0
GRIN2C	128	0	0
GRIN2D	67	0	0
GRIN3A	94	0	0
GRIN3B	146	0	0
GRINA	39	0	0
GRIP1	141	0	0
GRIP2	190	0	2
GRK1	99	5	0
GRK2	73	0	0
GRK3	81	0	0
GRK4	105	0	0
GRK5	115	0	0
GRK6	64	0	0
GRK7	46	0	0
GRM1	94	0	0
GRM2	50	0	0
GRM3	37	0	0
GRM4	92	0	0
GRM5	107	0	0
GRM5-AS1	4	0	0
GRM6	151	0	0
GRM7	98	0	0
GRM8	75	0	0
GRN	70	0	0
GRP	22	0	0
GRPEL1	30	0	0
GRPEL2	16	0	0
GRPEL2-AS1	10	0	0
GRSF1	61	0	0
GRTP1	68	0	0
GRTP1-AS1	5	0	0
GRWD1	61	0	0
GRXCR1	34	0	0
GRXCR2	39	0	0
GSAP	150	0	0
GSC	18	0	0
GSC2	14	0	0
GSDMA	71	0	0
GSDMB	57	0	0
GSDMC	83	0	0
GSDMD	90	0	0
GSE1	236	0	0
GSEC	9	0	0
GSG1	54	0	0
GSG1L	44	0	0
GSK3A	49	0	0
GSK3B	46	0	0
GSKIP	12	0	0
GSN	144	0	0
GSN-AS1	77	0	0
GSPT1	68	0	0
GSR	69	0	0
GSS	46	0	0
GSTA1	61	0	0
GSTA2	58	0	0
GSTA3	31	0	0
GSTA4	32	0	0
GSTA5	50	0	0
GSTCD	36	0	0
GSTK1	17	0	0
GSTM1	11	0	0
GSTM2	52	0	0
GSTM3	40	0	0
GSTM4	57	0	0
GSTM5	80	0	0
GSTO1	37	0	0
GSTO2	33	0	0
GSTP1	52	0	0
GSTT2	1	8	18
GSTT2B	18	8	20
GSTZ1	64	0	0
GSX1	17	0	0
GSX2	19	0	0
GTDC1	40	0	0
GTF2A1	40	0	0
GTF2A1L	65	0	0
GTF2A2	20	0	0
GTF2B	47	0	0
GTF2E1	39	0	0
GTF2E2	33	0	0
GTF2F1	85	0	0
GTF2F2	39	0	0
GTF2H1	72	0	0
GTF2H2	25	0	1
GTF2H2B	32	0	0
GTF2H2C	27	0	0
GTF2H3	53	0	0
GTF2H4	69	0	0
GTF2H5	11	0	0
GTF2I	17	3	31
GTF2IP1	0	0	5
GTF2IRD1	163	0	0
GTF2IRD2	111	18	15
GTF2IRD2B	63	9	7
GTF3A	54	0	0
GTF3C1	226	0	0
GTF3C2	86	0	0
GTF3C2-AS1	11	0	0
GTF3C3	76	0	0
GTF3C4	43	0	0
GTF3C5	86	0	0
GTF3C6	32	0	0
GTPBP1	63	0	0
GTPBP10	66	0	0
GTPBP2	55	0	0
GTPBP3	65	0	0
GTPBP4	114	1	0
GTPBP8	31	0	0
GTSE1	100	0	0
GTSF1	6	0	0
GTSF1L	21	0	0
GUCA1A	58	0	0
GUCA1B	34	0	0
GUCA1C	29	0	0
GUCA2A	30	0	0
GUCA2B	20	0	0
GUCD1	43	0	0
GUCY1A2	41	0	0
GUCY1B2	53	0	0
GUCY2C	117	0	0
GUCY2D	110	0	0
GUF1	78	0	0
GUK1	75	0	0
GULP1	51	0	0
GUSB	84	0	0
GUSBP11	47	0	0
GUSBP3	23	0	0
GUSBP9	18	0	0
GXYLT1	46	1	0
GXYLT2	37	0	0
GYG1	59	0	0
GYPA	51	0	0
GYPB	42	0	0
GYPC	35	0	0
GYPE	20	0	0
GYS1	112	0	0
GYS2	102	0	0
GZF1	43	0	0
GZMA	36	0	0
GZMB	54	0	0
GZMH	31	0	0
GZMK	32	0	0
GZMM	74	0	0
H19	0	0	75
H1FX-AS1	4	0	0
H6PD	114	0	0
HAAO	90	1	0
HABP2	113	0	0
HABP4	36	0	0
HACD1	42	0	0
HACD2	41	0	0
HACD3	36	0	0
HACD4	26	0	0
